Event Number,Call Received,Complaint Number,Shift,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Sector,Zone,Reporting Area (RPA),Latitude,Longitude,Mapped Location
PD201800374151,04/12/2018 06:21:00 PM,20180330162,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,300,BRIDGEWAY AV ,523B,H,25,9611,36.27,-86.665,"(36.27, -86.665)"
PD201800376665,04/13/2018 10:16:00 AM,20180331758,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,300,EDITH AV ,221A,E,21,1869,36.202,-86.764,"(36.202, -86.764)"
PD201800376735,04/13/2018 10:41:00 AM,20180331823,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,4000,ARMORY OAKS DR ,825A,MT,25,8525,36.104,-86.761,"(36.104, -86.761)"
PD201800377173,04/13/2018 12:49:00 PM,20180332229,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3600,NOLENSVILLE PKE ,343B,S,13,8431,36.096,-86.737,"(36.096, -86.737)"
PD201800377276,04/13/2018 01:16:00 PM,20180332355,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1300,56TH AV N ,115A,W,11,4611,36.162,-86.855,"(36.162, -86.855)"
PD201800377469,04/13/2018 02:34:00 PM,20180332511,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1800,WEST END AV ,811B,MT,11,5523,36.153,-86.796,"(36.153, -86.796)"
PD201800377615,04/13/2018 03:18:00 PM,20180332526,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1200,8TH AV S ,825B,MT,21,6941,36.14,-86.777,"(36.14, -86.777)"
PD201800378047,04/13/2018 05:12:00 PM,20180332909,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,5100,RICE RD ,321B,S,25,8861,36.071,-86.642,"(36.071, -86.642)"
PD201800378248,04/13/2018 05:57:00 PM,20180333094,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,0,BERKLEY DR ,715B,M,11,1505,36.246,-86.721,"(36.246, -86.721)"
PD201800380070,04/14/2018 07:08:00 AM,20180334680,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,600,MYATT DR ,725A,M,27,1721,36.293,-86.695,"(36.293, -86.695)"
PD201800380823,04/14/2018 12:59:00 PM,20180335267,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,5000,HILLSBORO PKE ,125A,W,17,6115,36.097,-86.824,"(36.097, -86.824)"
PD201800381270,04/14/2018 04:24:00 PM,20180335640,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,5800,RIVER RD ,123B,W,23,4701,36.131,-86.921,"(36.131, -86.921)"
PD201800383941,04/15/2018 02:19:00 PM,20180337881,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1500,DICKERSON PKE ,221B,E,23,1863,36.201,-86.774,"(36.201, -86.774)"
PD201800388142,04/16/2018 07:07:00 PM,20180341663,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,300,CLAYMILLE PL ,623B,N,21,3023,36.228,-86.803,"(36.228, -86.803)"
PD201800388810,04/17/2018 12:00:00 AM,20180342146,C,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2900,BABY RUTH LN ,333C,S,33,8865,36.049,-86.638,"(36.049, -86.638)"
PD201800390700,04/17/2018 01:24:00 PM,20180343835,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,700,DREXEL ST ,415A,C,23,4023,36.152,-86.779,"(36.152, -86.779)"
PD201800390783,04/17/2018 01:52:00 PM,20180343915,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2600,BRANSFORD AV ,825A,MT,21,8035,36.122,-86.767,"(36.122, -86.767)"
PD201800391154,04/17/2018 03:42:00 PM,20180344272,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,300,OLD LEBANON DIRT RD ,523B,H,21,9507,36.191,-86.614,"(36.191, -86.614)"
PD201800391282,04/17/2018 04:14:00 PM,20180344345,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2100,WEST END AV ,815B,MT,13,5601,36.15,-86.803,"(36.15, -86.803)"
PD201800393789,04/18/2018 08:18:00 AM,20180346558,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3900,NOLENSVILLE PKE ,833A,MT,31,8501,36.085,-86.73,"(36.085, -86.73)"
PD201800395057,04/18/2018 02:48:00 PM,20180347843,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,200,CUMBERLAND BND ,612B,N,11,4401,36.193,-86.79,"(36.193, -86.79)"
PD201800395324,04/18/2018 03:51:00 PM,20180347993,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,200,ATHENS WAY ,621B,N,11,4499,36.196,-86.799,"(36.196, -86.799)"
PD201800397954,04/19/2018 06:43:00 AM,20180350350,C,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,200,CHIMNEYTOP DR ,331A,S,31,8753,36.04,-86.662,"(36.04, -86.662)"
PD201800398123,04/19/2018 07:59:00 AM,20180350486,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1200,ARBOR KNOLL BLVD ,331A,S,31,8753,36.04,-86.667,"(36.04, -86.667)"
PD201800399356,04/19/2018 02:58:00 PM,20180351568,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1200,MURFREESBORO PKE ,313B,S,15,8833,36.116,-86.699,"(36.116, -86.699)"
PD201800402145,04/20/2018 08:03:00 AM,20180354120,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,900,KIPLING DR ,533A,H,31,8825,36.13,-86.698,"(36.13, -86.698)"
PD201800402674,04/20/2018 11:03:00 AM,20180354565,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,4000,SELLS DR ,523A,H,23,9543,36.169,-86.596,"(36.169, -86.596)"
PD201800404239,04/20/2018 06:57:00 PM,20180355948,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1700,BRENTRIDGE CIR ,332B,S,31,8719,36.047,-86.682,"(36.047, -86.682)"
PD201800404788,04/20/2018 09:45:00 PM,20180356322,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,EWING DR ,620B,N,21,3029,36.232,-86.785,"(36.232, -86.785)"
PD201800405104,04/20/2018 11:36:00 PM,20180356685,,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,800,CLARK PL ,421C,C,23,4041,36.155,-86.781,"(36.155, -86.781)"
PD201800409355,04/22/2018 03:31:00 PM,20180360060,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1600,11TH AV N ,613B,N,13,4471,36.178,-86.803,"(36.178, -86.803)"
PD201800409492,04/22/2018 04:34:00 PM,20180360143,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1600,CHARLOTTE AV ,810B,MT,13,5503,36.159,-86.797,"(36.159, -86.797)"
PD201800411584,04/23/2018 11:01:00 AM,20180361895,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2200,HAMPTON AV ,111A,W,17,6013,36.116,-86.815,"(36.116, -86.815)"
PD201800411956,04/23/2018 01:18:00 PM,20180362197,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2600,BRANSFORD AV ,825A,MT,21,8035,36.122,-86.767,"(36.122, -86.767)"
PD201800412480,04/23/2018 04:07:00 PM,20180362628,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1000,MONROE ST ,615B,N,17,4301,36.174,-86.796,"(36.174, -86.796)"
PD201800412690,04/23/2018 05:16:00 PM,20180362791,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3300,LINCOYA CREEK DR ,532B,H,33,8957,36.147,-86.625,"(36.147, -86.625)"
PD201800413002,04/23/2018 07:17:00 PM,20180363037,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,2500,OSAGE ST ,612B,N,13,4497,36.176,-86.817,"(36.176, -86.817)"
PD201800449061,05/03/2018 07:16:12 PM,20180394148,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1200,MONTGOMERY AV ,221B,E,21,1905,36.193,-86.757,"(36.193, -86.757)"
PD201800426684,04/27/2018 09:10:22 AM,20180375146,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,200,W DUE WEST AV ,723A,M,23,1779,36.248,-86.725,"(36.248, -86.725)"
PD201800426820,04/27/2018 10:03:55 AM,20180375409,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1400,WEXFORD DOWNS LN ,835A,MT,35,8651,36.021,-86.735,"(36.021, -86.735)"
PD201800428086,04/27/2018 05:03:50 PM,20180376443,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,100,OAK HOLLOW ,523B,H,23,9523,36.191,-86.6,"(36.191, -86.6)"
PD201800429054,04/27/2018 11:35:01 PM,20180377100,,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2400,WEST END AV ,813C,MT,13,5615,36.148,-86.807,"(36.148, -86.807)"
PD201800429123,04/28/2018 12:09:10 AM,20180377143,C,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1900,WEST END AV ,811C,MT,11,5709,36.152,-86.798,"(36.152, -86.798)"
PD201800429922,04/28/2018 08:48:31 AM,20180377838,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,2100,BROOKVIEW DR ,513A,H,13,9219,36.175,-86.693,"(36.175, -86.693)"
PD201800431354,04/28/2018 08:01:07 PM,20180378996,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1600,COCKRILL ST ,610B,N,13,4475,36.175,-86.806,"(36.175, -86.806)"
PD201800433257,04/29/2018 02:32:51 PM,20180380466,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,2200,SUMMITT AV ,623B,N,23,3115,36.199,-86.83,"(36.199, -86.83)"
PD201800436696,04/30/2018 04:02:16 PM,20180383504,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3400,BRILEY PARK BLVD N ,712B,M,21,2037,36.245,-86.783,"(36.245, -86.783)"
PD201800437239,04/30/2018 06:51:43 PM,20180383896,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,500,BROOKSBORO TER ,535B,H,35,8937,36.085,-86.642,"(36.085, -86.642)"
PD201800439426,05/01/2018 09:36:27 AM,20180385886,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,200,CUMBERLAND BND ,612A,N,11,4401,36.195,-86.79,"(36.195, -86.79)"
PD201800439544,05/01/2018 10:12:52 AM,20180385942,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,4600,HEDGEWOOD DR ,2S56,E,17,1513,36.228,-86.722,"(36.228, -86.722)"
PD201800439991,05/01/2018 12:41:25 PM,20180386371,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3900,HUTSON AV ,221A,E,25,1813,36.223,-86.739,"(36.223, -86.739)"
PD201800441203,05/01/2018 06:33:48 PM,20180387549,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,4000,CEDAR CIR ,624B,N,25,3111,36.214,-86.842,"(36.214, -86.842)"
PD201800441515,05/01/2018 08:38:21 PM,20180387643,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,200,N 7TH ST ,2931,E,27,1997,36.178,-86.762,"(36.178, -86.762)"
PD201800442755,05/02/2018 05:03:49 AM,20180388749,C,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,100,31ST AV S ,813C,MT,15,5815,36.142,-86.815,"(36.142, -86.815)"
PD201800443627,05/02/2018 11:02:10 AM,20180389527,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,UNION ST ,421A,C,11,4159,36.165,-86.781,"(36.165, -86.781)"
PD201800444645,05/02/2018 04:21:41 PM,20180390401,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,0,LUTIE ST ,315B,S,13,8329,36.117,-86.738,"(36.117, -86.738)"
PD201800445101,05/02/2018 06:22:45 PM,20180390961,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,5100,RICE RD ,325B,S,25,8861,36.071,-86.642,"(36.071, -86.642)"
PD201800446225,05/03/2018 01:02:59 AM,20180391773,C,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,700,MCPHERSON DR ,125C,W,25,4819,36.062,-86.935,"(36.062, -86.935)"
PD201800447026,05/03/2018 07:31:49 AM,20180392559,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,0,I65 N ENT RAMP & DICKERSON PKE,221A,E,25,1807,36.237,-86.758,"(36.237, -86.758)"
PD201800447864,05/03/2018 12:24:42 PM,20180393191,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1900,HOBSON PKE ,3S46,S,35,8971,36.048,-86.599,"(36.048, -86.599)"
PD201800448590,05/03/2018 04:38:18 PM,20180393796,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,2300,ROSA L PARKS BLVD ,613B,N,11,4483,36.193,-86.808,"(36.193, -86.808)"
PD201800450761,05/04/2018 09:02:22 AM,20180395667,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,700,DUE WEST AV N ,711A,M,23,2017,36.25,-86.744,"(36.25, -86.744)"
PD201800451221,05/04/2018 11:45:06 AM,20180396123,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,0,CENTURY BLVD ,515A,H,13,9115,36.145,-86.687,"(36.145, -86.687)"
PD201800451518,05/04/2018 01:25:53 PM,20180396352,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,0,DICKERSON PKE & SPRING ST,221A,E,21,1983,36.177,-86.771,"(36.177, -86.771)"
PD201800452117,05/04/2018 04:49:51 PM,20180396783,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,800,CLARK PL ,421B,C,23,4041,36.155,-86.781,"(36.155, -86.781)"
PD201800452863,05/04/2018 08:30:56 PM,20180397595,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,5100,RICE RD ,325B,S,25,8861,36.071,-86.642,"(36.071, -86.642)"
PD201800453176,05/04/2018 10:09:28 PM,20180397678,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,4900,AQUATIC RD ,835B,MT,35,8659,36.064,-86.719,"(36.064, -86.719)"
PD201800454612,05/05/2018 11:13:18 AM,20180398875,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1700,MAGNOLIA BLVD ,815A,MT,15,6611,36.136,-86.796,"(36.136, -86.796)"
PD201800454992,05/05/2018 02:46:15 PM,20180399292,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3500,FAIRMEADE DR ,623B,N,23,3107,36.223,-86.833,"(36.223, -86.833)"
PD201800457670,05/06/2018 12:48:52 PM,20180401390,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3000,HILLSIDE RD ,227A,E,25,1811,36.228,-86.757,"(36.228, -86.757)"
PD201800458982,05/06/2018 10:28:44 PM,20180402448,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,700,OAK CREEK DR ,325C,S,25,8891,36.077,-86.654,"(36.077, -86.654)"
PD201800460235,05/07/2018 09:37:16 AM,20180403545,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2000,ROSA L PARKS BLVD ,613A,N,11,4445,36.189,-86.8,"(36.189, -86.8)"
PD201800462016,05/07/2018 07:18:37 PM,20180405046,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,5000,CLARKSVILLE PKE ,625B,N,27,3229,36.257,-86.848,"(36.257, -86.848)"
PD201800464302,05/08/2018 10:56:36 AM,20180407099,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,200,2ND AV N ,423A,C,15,4135,36.166,-86.777,"(36.166, -86.777)"
PD201800464529,05/08/2018 12:28:08 PM,20180407305,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,500,LIGON DR ,823A,MT,21,8037,36.122,-86.764,"(36.122, -86.764)"
PD201800464847,05/08/2018 02:07:04 PM,20180407575,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1300,MAGNOLIA RD ,823A,MT,21,8033,36.131,-86.772,"(36.131, -86.772)"
PD201800465287,05/08/2018 04:18:39 PM,20180408231,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,6100,NOLENSVILLE PKE ,3F17,S,31,8759,36.023,-86.712,"(36.023, -86.712)"
PD201800467920,05/09/2018 08:24:41 AM,20180410252,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1100,CHARLOTTE AV ,423A,C,11,4205,36.162,-86.791,"(36.162, -86.791)"
PD201800469315,05/09/2018 03:46:53 PM,20180411472,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,800,GALE LN ,823B,MT,23,6957,36.118,-86.776,"(36.118, -86.776)"
PD201800471967,05/10/2018 07:22:20 AM,20180413868,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,500,GALLATIN AV ,217A,E,13,1243,36.183,-86.748,"(36.183, -86.748)"
PD201800472126,05/10/2018 08:14:11 AM,20180413936,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1800,CHURCH ST ,815A,MT,13,5513,36.155,-86.798,"(36.155, -86.798)"
PD201800472790,05/10/2018 12:53:17 PM,20180414509,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1600,TREUTLAN PL ,221A,E,21,1971,36.18,-86.767,"(36.18, -86.767)"
PD201800473187,05/10/2018 03:07:21 PM,20180414832,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1300,FORREST PARK DR ,117B,W,17,6209,36.086,-86.87,"(36.086, -86.87)"
PD201800473314,05/10/2018 03:42:01 PM,20180414999,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,7400,HIGHWAY 100 ,122B,W,25,4807,36.058,-86.92,"(36.058, -86.92)"
PD201800473781,05/10/2018 05:53:54 PM,20180415558,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,300,4TH AV N ,425B,C,11,4159,36.166,-86.78,"(36.166, -86.78)"
PD201800473862,05/10/2018 06:17:07 PM,20180415407,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,5500,SCRUGGS LN ,621B,N,21,3007,36.204,-86.782,"(36.204, -86.782)"
PD201800474872,05/10/2018 11:46:14 PM,20180416281,,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,400,SAFFORD VIEW DR ,535C,H,35,8981,36.076,-86.621,"(36.076, -86.621)"
PD201800476180,05/11/2018 09:43:36 AM,20180417448,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,500,BARBARA DR ,715A,M,23,1779,36.253,-86.726,"(36.253, -86.726)"
PD201800476221,05/11/2018 09:59:12 AM,20180417545,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,MURFREESBORO PKE ,311A,S,11,8119,36.144,-86.748,"(36.144, -86.748)"
PD201800476586,05/11/2018 12:01:44 PM,20180417829,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,900,38TH AV N ,1F44,W,11,4531,36.16,-86.832,"(36.16, -86.832)"
PD201800476770,05/11/2018 12:51:36 PM,20180417932,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,CHARLOTTE AV ,5821,C,11,4203,36.166,-86.782,"(36.166, -86.782)"
PD201800476852,05/11/2018 01:18:14 PM,20180418005,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,CHARLOTTE AV ,5821,C,11,4203,36.166,-86.782,"(36.166, -86.782)"
PD201800477297,05/11/2018 03:33:00 PM,20180418373,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,200,CUMBERLAND BND ,611B,N,11,4401,36.195,-86.79,"(36.195, -86.79)"
PD201800478338,05/11/2018 08:22:55 PM,20180419559,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,600,LANE CT ,605,N,23,3043,36.222,-86.807,"(36.222, -86.807)"
PD201800479919,05/12/2018 10:31:34 AM,20180420613,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,300,4TH AV N ,423A,C,11,4159,36.166,-86.78,"(36.166, -86.78)"
PD201800480347,05/12/2018 01:27:27 PM,20180420964,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,500,DEADERICK ST ,423A,C,11,4157,36.165,-86.782,"(36.165, -86.782)"
PD201800480370,05/12/2018 01:42:42 PM,20180421018,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1800,PRIMROSE AV ,815B,MT,15,6501,36.121,-86.8,"(36.121, -86.8)"
PD201800480483,05/12/2018 02:47:14 PM,20180421047,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1400,LITTON AV ,217B,E,17,1413,36.202,-86.732,"(36.202, -86.732)"
PD201800481320,05/12/2018 08:15:07 PM,20180421739,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3300,PANORAMA DR ,625B,N,25,3133,36.186,-86.845,"(36.186, -86.845)"
PD201800482529,05/13/2018 06:46:46 AM,20180422667,C,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,200,CUMBERLAND BND ,623A,N,11,4401,36.195,-86.79,"(36.195, -86.79)"
PD201800482912,05/13/2018 10:54:46 AM,20180423040,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2500,BUCHANAN ST ,621A,N,13,4463,36.18,-86.818,"(36.18, -86.818)"
PD201800483225,05/13/2018 01:33:40 PM,20180423341,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,600,FLINTLOCK CT ,535B,H,35,8937,36.086,-86.633,"(36.086, -86.633)"
PD201800483417,05/13/2018 03:16:02 PM,20180423416,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1400,OTAY ST ,213B,E,17,1431,36.199,-86.733,"(36.199, -86.733)"
PD201800483429,05/13/2018 03:20:09 PM,20180423609,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3200,LINCOLN AV ,623B,N,23,3151,36.201,-86.829,"(36.201, -86.829)"
PD201800484008,05/13/2018 06:56:51 PM,20180423907,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3900,MURFREESBORO PKE ,335B,S,35,8903,36.039,-86.602,"(36.039, -86.602)"
PD201800485371,05/14/2018 07:13:54 AM,20180425114,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3000,EWINGDALE DR ,623A,N,21,3045,36.234,-86.793,"(36.234, -86.793)"
PD201800485859,05/14/2018 09:53:41 AM,20180425584,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,200,10TH AV S ,411A,C,23,4019,36.156,-86.783,"(36.156, -86.783)"
PD201800486185,05/14/2018 12:04:32 PM,20180425820,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,100,DONALD ST ,221A,E,23,1891,36.211,-86.763,"(36.211, -86.763)"
PD201800486520,05/14/2018 02:10:21 PM,20180426193,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3600,WOODMONT BLVD ,117B,W,17,6015,36.116,-86.83,"(36.116, -86.83)"
PD201800486887,05/14/2018 04:10:42 PM,20180426407,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1100,VULTEE BLVD ,532B,H,31,8821,36.125,-86.706,"(36.125, -86.706)"
PD201800487070,05/14/2018 05:09:02 PM,20180426574,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,8200,SAWYER BROWN RD ,125B,W,25,4811,36.076,-86.946,"(36.076, -86.946)"
PD201800489389,05/15/2018 09:47:52 AM,20180428627,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,2000,TRAEMOOR VILLAGE DR ,121A,W,23,4709,36.116,-86.925,"(36.116, -86.925)"
PD201800489634,05/15/2018 11:14:25 AM,20180428833,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3900,GALLATIN PKE ,221A,E,25,1817,36.219,-86.728,"(36.219, -86.728)"
PD201800489637,05/15/2018 11:18:05 AM,20180428842,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1100,BELL GRIMES LN ,727A,M,25,2025,36.27,-86.762,"(36.27, -86.762)"
PD201800489660,05/15/2018 11:31:05 AM,20180428857,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,5200,ANCHORAGE DR ,833A,MT,33,8617,36.058,-86.764,"(36.058, -86.764)"
PD201800493368,05/16/2018 11:56:02 AM,20180432143,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2500,MURFREESBORO PKE ,535A,H,35,8939,36.076,-86.64,"(36.076, -86.64)"
PD201800493352,05/16/2018 11:48:51 AM,20180432228,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,500,MAINSTREAM DR ,615A,N,11,4443,36.2,-86.808,"(36.2, -86.808)"
