District Number,School Number,District Name,School Name,Overall Composite,Literacy Composite,Numeracy Composite,Literacy and Numeracy Composite,Science Composite,Social Studies Composite
10,2,Anderson County,Anderson County High School,5,1,5,3,5,1
10,5,Anderson County,Andersonville Elementary,5,4,5,5,5,4
10,10,Anderson County,Briceville Elementary,5,4,4,4,5,3
10,15,Anderson County,Claxton Elementary,5,3,5,5,5,1
10,20,Anderson County,Clinton Middle School,1,1,3,1,1,1
10,25,Anderson County,Clinton High School,4,3,3,3,3,5
10,35,Anderson County,Dutch Valley Elementary,4,3,5,4,3,3
10,40,Anderson County,Fairview Elementary,3,3,4,4,1,1
10,46,Anderson County,Grand Oaks Elementary,5,5,5,5,5,4
10,50,Anderson County,Lake City Elementary,2,2,4,3,1,3
10,55,Anderson County,Lake City Middle School,5,4,5,5,5,1
10,70,Anderson County,Norris Elementary,3,3,3,4,3,3
10,75,Anderson County,Norris Middle School,2,1,3,2,,
10,80,Anderson County,Norwood Elementary,5,3,5,5,5,1
10,85,Anderson County,Norwood Middle School,4,3,3,3,5,1
11,5,Clinton City,Clinton Elementary,5,5,5,5,4,1
11,10,Clinton City,North Clinton Elementary,3,4,3,4,1,3
11,15,Clinton City,South Clinton Elementary,5,3,5,5,3,3
12,15,Oak Ridge City,Glenwood Elementary,3,3,3,3,,
12,25,Oak Ridge City,Jefferson Middle School,1,1,1,1,1,4
12,30,Oak Ridge City,Linden Elementary,2,3,2,2,,
12,35,Oak Ridge City,Oak Ridge High School,5,5,5,5,5,5
12,40,Oak Ridge City,Robertsville Middle School,3,4,2,3,5,2
12,45,Oak Ridge City,Willow Brook Elementary,3,3,3,3,,
12,50,Oak Ridge City,Woodland Elementary,3,1,4,3,,
20,12,Bedford County,Cascade Elementary,4,4,5,5,3,1
20,13,Bedford County,Cascade High School,4,3,3,3,3,5
20,15,Bedford County,Eakin Elementary,1,1,1,1,3,1
20,17,Bedford County,Cascade Middle School,3,2,5,3,1,5
20,20,Bedford County,Shelbyville Central High School,1,1,2,1,1,4
20,25,Bedford County,Harris Middle School,1,1,3,1,1,1
20,33,Bedford County,Community Elementary School,3,3,3,3,5,3
20,35,Bedford County,Community High School,1,1,1,1,1,1
20,37,Bedford County,Community Middle School,1,1,1,1,4,5
20,39,Bedford County,Learning Way Elementary,1,1,1,1,2,1
20,40,Bedford County,East Side Elementary,1,2,1,1,2,3
20,53,Bedford County,Liberty Elementary,1,1,3,1,1,1
20,75,Bedford County,South Side Elementary,1,2,1,1,3,1
20,78,Bedford County,Thomas Magnet,1,2,2,1,3,1
30,10,Benton County,Big Sandy School,4,4,4,4,5,2
30,15,Benton County,Briarwood School,5,5,5,5,4,3
30,25,Benton County,Camden Central High School,5,2,4,3,5,4
30,27,Benton County,Camden Jr High School,5,3,4,3,5,5
30,30,Benton County,Holladay Elementary,1,2,3,2,3,2
40,5,Bledsoe County,Bledsoe County High School,3,1,5,2,4,
40,6,Bledsoe County,Bledsoe County Middle School,1,1,4,1,1,3
40,10,Bledsoe County,Cecil B Rigsby Elementary,4,3,3,3,5,3
40,25,Bledsoe County,Mary V Wheeler Elementary,5,5,2,4,5,5
40,30,Bledsoe County,Pikeville Elementary,5,4,5,5,5,5
50,22,Blount County,Carpenters Elementary School,2,3,1,1,5,5
50,23,Blount County,Carpenters Middle School,1,2,1,1,1,1
50,30,Blount County,Eagleton Middle School,1,1,1,1,1,1
50,43,Blount County,Eagleton Elementary,2,3,4,3,1,3
50,45,Blount County,Fairview Elementary,3,2,5,3,3,3
50,55,Blount County,Friendsville Elementary,5,4,5,5,3,4
50,61,Blount County,Heritage Middle School,1,3,2,2,1,1
50,63,Blount County,Heritage High School,3,1,3,1,5,5
50,70,Blount County,Lanier Elementary,2,2,3,3,1,3
50,84,Blount County,Union Grove Middle School,1,4,3,4,1,2
50,90,Blount County,Mary Blount Elementary,1,1,1,1,3,1
50,93,Blount County,Middlesettlements,1,1,1,1,1,1
50,94,Blount County,Montvale Elementary,2,3,3,3,1,3
50,95,Blount County,Porter Elementary,5,5,2,4,4,5
50,110,Blount County,Rockford Elementary,3,4,1,3,4,1
50,125,Blount County,Townsend Elementary,3,3,3,3,3,1
50,138,Blount County,Union Grove Elementary School,1,1,3,1,2,3
50,145,Blount County,Walland Elementary School,1,3,1,2,1,2
50,155,Blount County,William Blount High School,5,3,4,3,3,5
50,160,Blount County,Prospect Elementary School,3,3,5,5,2,1
51,6,Alcoa City,Alcoa Middle School,5,5,5,5,4,3
51,10,Alcoa City,Alcoa High School,5,5,5,5,5,5
51,12,Alcoa City,Alcoa Intermediate School,2,4,1,2,3,5
52,10,Maryville City,John Sevier Elementary,5,4,5,5,,
52,15,Maryville City,Maryville High School,5,5,5,5,5,3
52,18,Maryville City,Montgomery Ridge Intermediate School,5,3,5,5,5,5
52,20,Maryville City,Maryville Junior High School,5,5,5,5,5,5
52,25,Maryville City,Sam Houston Elementary,5,5,5,5,,
52,30,Maryville City,Foothills Elementary,5,5,4,5,,
52,35,Maryville City,Coulter Grove Intermediate School,5,3,4,4,3,5
60,10,Bradley County,Black Fox Elementary School,3,2,3,3,5,2
60,18,Bradley County,Ocoee Middle School,1,1,1,1,2,1
60,20,Bradley County,Bradley Central High School,5,5,5,5,1,5
60,30,Bradley County,Charleston Elementary School,5,4,3,3,5,4
60,40,Bradley County,Hopewell Elementary School,3,3,1,2,5,5
60,50,Bradley County,Michigan Avenue Elementary School,3,4,3,4,3,2
60,55,Bradley County,North Lee Elementary School,1,3,3,3,1,3
60,60,Bradley County,Oak Grove Elementary School,5,4,5,5,3,1
60,65,Bradley County,Prospect Elementary School,4,5,3,3,5,2
60,70,Bradley County,Taylor Elementary School,3,3,3,3,3,1
60,72,Bradley County,Lake Forest Middle School,4,5,1,5,3,3
60,75,Bradley County,Valley View Elementary School,3,3,4,4,1,5
60,78,Bradley County,Walker Valley High School,5,5,5,5,5,2
60,100,Bradley County,Waterville Community Elementary School,3,4,3,3,1,3
60,102,Bradley County,Park View Elementary School,4,4,5,5,3,3
60,105,Bradley County,Bradley County Virtual School,3,3,3,4,2,3
61,10,Cleveland City,Arnold Memorial Elementary,4,4,4,5,2,3
61,12,Cleveland City,Blythe-Bower Elementary,1,3,1,2,1,2
61,18,Cleveland City,Cleveland Middle,5,3,5,5,5,3
61,20,Cleveland City,Cleveland High,5,5,5,5,5,5
61,22,Cleveland City,E.L. Ross Elementary,4,5,3,4,3,3
61,25,Cleveland City,G.R. Stuart Elementary,3,4,3,4,1,5
61,30,Cleveland City,Mayfield Elementary,3,5,1,3,3,3
61,40,Cleveland City,F.I. Denning Center of Technology and Careers,3,3,4,3,3,2
70,3,Campbell County,Campbell County Comprehensive High School,1,5,1,1,1,4
70,5,Campbell County,Caryville Elementary,4,3,3,3,3,4
70,40,Campbell County,Elk Valley Elementary,1,3,3,3,1,1
70,60,Campbell County,Jacksboro Elementary,5,5,5,5,5,2
70,65,Campbell County,Jacksboro Middle School,1,3,5,5,1,1
70,70,Campbell County,Jellico Elementary,5,5,4,5,2,1
70,75,Campbell County,Jellico High School,3,5,3,5,1,3
70,77,Campbell County,LaFollette Elementary School,2,3,3,3,2,1
70,80,Campbell County,Lafollette Middle School,1,3,3,3,2,1
70,135,Campbell County,Valley View Elementary,1,1,1,1,1,1
70,140,Campbell County,White Oak Elementary,5,4,5,5,5,1
70,150,Campbell County,Wynn Habersham Elementary,4,4,5,5,3,3
80,5,Cannon County,Auburn Elementary,1,1,1,1,2,3
80,16,Cannon County,Cannon County High School,1,3,1,1,1,1
80,20,Cannon County,East Side Elementary,4,3,3,3,4,3
80,30,Cannon County,Short Mountain Elementary,3,1,3,3,3,3
80,35,Cannon County,West Side Elementary,2,1,2,1,3,5
80,40,Cannon County,Woodbury Grammar,1,3,1,2,1,3
80,45,Cannon County,Woodland Elementary,5,3,4,4,5,3
92,5,Hollow Rock-Bruceton,Central Elementary,4,3,4,4,3,4
92,10,Hollow Rock-Bruceton,Central High School,3,5,3,5,2,1
93,5,Huntingdon Special School District,Huntingdon Middle School,5,5,5,5,5,1
93,10,Huntingdon Special School District,Huntingdon High School,5,3,5,4,5,4
93,15,Huntingdon Special School District,Huntingdon Primary,2,3,1,2,,
94,5,McKenzie Special School District,McKenzie Elementary,4,3,5,4,,
94,10,McKenzie Special School District,McKenzie High School,5,3,5,5,5,5
94,15,McKenzie Special School District,McKenzie Middle School,4,3,5,4,4,3
95,5,South Carroll Special School District,Clarksburg School,1,1,1,1,1,1
97,5,West Carroll Special School District,West Carroll Junior/Senior High School,5,5,3,4,5,1
97,25,West Carroll Special School District,West Carroll Elementary School,3,4,5,4,1,2
100,5,Carter County,Central Elementary,1,3,1,1,1,3
100,13,Carter County,Cloudland Elementary School,5,3,5,5,5,3
100,15,Carter County,Cloudland High School,3,3,3,3,4,3
100,25,Carter County,Hampton Elementary,4,4,3,3,4,5
100,30,Carter County,Hampton High School,5,5,5,5,5,5
100,35,Carter County,Happy Valley Elementary,5,4,4,5,,
100,40,Carter County,Happy Valley High School,1,1,1,1,3,1
100,43,Carter County,Happy Valley Middle School,1,1,1,1,1,3
100,45,Carter County,Hunter Elementary,5,4,5,5,3,3
100,50,Carter County,Keenburg Elementary,1,2,5,3,1,1
100,55,Carter County,Little Milligan,3,3,3,3,1,4
100,85,Carter County,Unaka Elementary,3,3,3,3,2,5
100,90,Carter County,Unaka High School,5,5,4,5,5,4
100,95,Carter County,Valley Forge Elementary,5,5,4,5,5,5
101,10,Elizabethton City,East Side Elementary,2,3,4,3,1,1
101,15,Elizabethton City,Elizabethton High School,1,2,3,2,1,3
101,20,Elizabethton City,Harold McCormick Elementary,5,3,3,3,4,5
101,25,Elizabethton City,T A Dugger Junior High School,2,1,3,1,1,5
101,30,Elizabethton City,West Side Elementary,1,2,1,1,1,1
110,5,Cheatham County,Ashland City Elementary,5,5,4,5,,
110,10,Cheatham County,Cheatham Co Central,5,4,3,4,4,4
110,14,Cheatham County,Cheatham Middle School,1,2,1,1,1,1
110,15,Cheatham County,East Cheatham Elementary,3,5,2,3,,
110,18,Cheatham County,Harpeth Middle School,1,3,1,1,2,3
110,19,Cheatham County,Harpeth High School,5,4,1,1,5,5
110,20,Cheatham County,Kingston Springs Elementary,5,5,5,5,,
110,25,Cheatham County,Pegram Elementary,5,4,5,5,,
110,30,Cheatham County,Pleasant View Elementary,3,3,2,3,,
110,32,Cheatham County,Sycamore Middle School,1,1,1,1,4,3
110,33,Cheatham County,Sycamore High School,1,1,1,1,1,3
110,35,Cheatham County,West Cheatham Elementary,2,1,3,2,,
120,5,Chester County,Chester County Middle School,5,1,5,3,5,5
120,8,Chester County,Chester County High School,1,1,1,1,3,5
120,10,Chester County,Chester County Junior High School,1,1,1,1,1,1
120,15,Chester County,East Chester Elementary School,4,4,4,4,,
120,25,Chester County,Jacks Creek Elementary,4,3,5,4,,
120,30,Chester County,W Chester Elementary School,2,3,1,2,,
130,35,Claiborne County,Clairfield Elementary,4,3,4,4,3,3
130,45,Claiborne County,Ellen Myers Primary,1,2,1,1,,
130,50,Claiborne County,Forge Ridge School,3,3,3,3,4,3
130,67,Claiborne County,H. Y. Livesay Middle School,5,5,5,5,5,3
130,90,Claiborne County,Midway Elementary,5,3,3,3,5,4
130,93,Claiborne County,Cumberland Gap High School,5,5,2,3,5,3
130,95,Claiborne County,Powell Valley Elementary,5,5,5,5,5,5
130,105,Claiborne County,Soldiers Memorial Middle School,5,5,5,5,5,3
130,110,Claiborne County,Claiborne High School,3,5,1,3,1,5
130,115,Claiborne County,Springdale Elementary,3,4,5,5,1,1
130,117,Claiborne County,Tazewell-New Tazewell Elementary,5,5,5,5,,
140,5,Clay County,Celina K-8,1,1,1,1,1,1
140,12,Clay County,Clay County High School,5,3,5,5,5,5
140,20,Clay County,Hermitage Springs Elementary School,2,3,2,3,2,2
150,5,Cocke County,Bridgeport Elementary,3,2,5,4,5,1
150,10,Cocke County,Centerview Elementary,2,3,2,3,2,1
150,15,Cocke County,Cocke Co High School,1,3,1,2,1,4
150,25,Cocke County,Cosby Elementary,3,2,4,3,1,4
150,27,Cocke County,Cosby High School,2,3,1,1,3,5
150,30,Cocke County,Del Rio Elementary,3,2,3,3,2,5
150,35,Cocke County,Edgemont Elementary,1,3,1,1,2,1
150,40,Cocke County,Grassy Fork Elementary,5,5,3,4,4,4
150,52,Cocke County,Northwest Elementary,1,3,2,2,3,1
150,55,Cocke County,Parrottsville Elementary,5,2,3,2,5,5
150,65,Cocke County,Smoky Mountain Elementary,3,3,3,3,2,3
151,5,Newport City,Newport Grammar School,5,4,5,5,2,5
160,5,Coffee County,Coffee County Central High School,5,5,4,5,3,3
160,10,Coffee County,Coffee County Middle School,1,1,1,1,1,3
160,15,Coffee County,East Coffee Elementary,3,2,3,3,3,3
160,20,Coffee County,Hickerson Elementary,2,2,1,1,2,4
160,25,Coffee County,Hillsboro Elementary,5,2,5,4,5,5
160,35,Coffee County,New Union Elementary,4,3,4,4,2,4
160,40,Coffee County,North Coffee Elementary,5,2,5,4,4,5
160,50,Coffee County,Deerfield Elementary School,1,2,3,2,1,2
160,55,Coffee County,Coffee County Raider Academy,5,5,5,5,,
161,5,Manchester City,College Street Elementary,3,3,3,2,4,5
161,10,Manchester City,Westwood Elementary,2,3,1,1,1,5
161,15,Manchester City,Westwood Middle School,3,2,3,2,3,4
162,5,Tullahoma City,Bel Aire Elementary,1,3,4,3,1,2
162,15,Tullahoma City,East Middle School,2,3,2,3,1,2
162,20,Tullahoma City,East Lincoln Elementary,5,5,3,5,2,4
162,23,Tullahoma City,Jack T Farrar Elementary,5,5,5,5,3,1
162,25,Tullahoma City,Robert E Lee Elementary,5,2,5,4,5,3
162,35,Tullahoma City,Tullahoma High School,1,1,5,1,1,1
162,40,Tullahoma City,West Middle School,2,4,3,4,1,1
170,3,Crockett County,Crockett County High School,3,3,1,1,5,5
170,12,Crockett County,Crockett County Middle School,5,5,5,5,3,5
170,20,Crockett County,Friendship Elementary,1,3,1,1,2,2
170,25,Crockett County,Gadsden Elementary,1,1,2,1,1,1
170,40,Crockett County,Maury City Elementary,2,2,3,3,3,1
171,5,Alamo City,Alamo Elementary,4,3,5,5,1,1
172,5,Bells City,Bells Elementary,3,2,5,3,3,2
180,8,Cumberland County,Frank P. Brown Elementary,5,5,1,2,5,5
180,10,Cumberland County,Homestead Elementary School,5,2,5,4,2,5
180,15,Cumberland County,Crab Orchard Elementary,5,5,3,5,4,5
180,25,Cumberland County,Cumberland County High School,2,1,3,2,2,4
180,33,Cumberland County,Glenn Martin Elementary,5,3,5,5,5,4
180,53,Cumberland County,North Cumberland Elementary,1,1,1,1,1,3
180,55,Cumberland County,Pine View Elementary,2,3,4,3,1,3
180,60,Cumberland County,Pleasant Hill Elementary,1,2,2,1,1,1
180,73,Cumberland County,South Cumberland Elementary,3,3,5,4,3,3
180,74,Cumberland County,Stone Elementary,4,3,5,5,1,4
180,79,Cumberland County,Stone Memorial High School,4,4,4,5,3,2
180,85,Cumberland County,The Phoenix School,1,2,3,3,1,1
190,1,Davidson County,A. Z. Kelley Elementary,1,1,1,1,,
190,3,Davidson County,MNPS Virtual School,2,2,3,2,1,3
190,5,Davidson County,Alex Green Elementary,3,3,3,3,,
190,10,Davidson County,Amqui Elementary,3,3,2,3,,
190,15,Davidson County,Andrew Jackson Elementary,4,2,5,4,,
190,20,Davidson County,Antioch High School,1,1,1,1,1,1
190,23,Davidson County,Antioch Middle,3,3,5,5,2,1
190,25,Davidson County,Apollo Middle,1,3,3,3,1,2
190,35,Davidson County,Moses McKissack Middle,1,3,1,1,2,1
190,40,Davidson County,Bellevue Middle,3,3,2,2,5,1
190,45,Davidson County,Bellshire Elementary,3,3,2,3,,
190,53,Davidson County,Nashville Big Picture High School,1,1,2,1,2,3
190,70,Davidson County,Buena Vista Elementary,3,3,3,3,,
190,77,Davidson County,Cane Ridge High School,1,1,1,1,1,1
190,80,Davidson County,Caldwell Elementary,1,2,2,1,,
190,82,Davidson County,Cane Ridge Elementary,3,4,3,3,,
190,105,Davidson County,Chadwell Elementary,2,3,1,2,,
190,110,Davidson County,Charlotte Park Elementary,5,5,5,5,,
190,120,Davidson County,Cockrill Elementary,4,4,3,4,,
190,126,Davidson County,W.A. Bass Alternative Learning Center,1,1,1,1,1,2
190,130,Davidson County,Cole Elementary,3,3,3,3,,
190,140,Davidson County,Hattie Cotton Elementary,3,3,2,3,,
190,145,Davidson County,Crieve Hall Elementary,5,5,4,5,,
190,148,Davidson County,Croft Middle,2,4,1,1,4,5
190,150,Davidson County,Cumberland Elementary,2,1,3,2,,
190,160,Davidson County,Dan Mills Elementary,5,5,5,5,,
190,165,Davidson County,Dodson Elementary,4,4,4,4,,
190,175,Davidson County,Donelson Middle,1,1,1,1,3,1
190,180,Davidson County,DuPont Elementary,1,1,1,1,,
190,185,Davidson County,DuPont Tyler Middle,1,2,1,1,1,1
190,190,Davidson County,DuPont Hadley Middle,5,3,5,4,5,4
190,195,Davidson County,Eakin Elementary,5,5,5,5,,
190,203,Davidson County,East Nashville Magnet High School,1,1,1,1,1,2
190,208,Davidson County,Thomas A. Edison Elementary,1,2,1,1,,
190,220,Davidson County,Fall-Hamilton Elementary,1,1,3,1,,
190,235,Davidson County,Gateway Elementary,4,5,3,4,,
190,240,Davidson County,Glencliff Elementary,4,5,2,4,,
190,245,Davidson County,Glencliff High School,1,1,1,1,1,1
190,250,Davidson County,Glendale Elementary,5,5,3,5,,
190,255,Davidson County,Glengarry Elementary,3,3,3,3,,
190,260,Davidson County,Glenn Elementary,5,4,4,5,,
190,265,Davidson County,Glenview Elementary,1,3,1,1,,
190,270,Davidson County,Goodlettsville Elementary,3,4,2,3,,
190,275,Davidson County,Goodlettsville Middle,1,3,1,1,1,1
190,280,Davidson County,Gower Elementary,5,4,5,5,,
190,285,Davidson County,Gra-Mar Middle,1,3,2,2,1,2
190,290,Davidson County,Granbery Elementary,3,2,3,3,,
190,295,Davidson County,H. G. Hill Middle,5,5,5,5,3,5
190,296,Davidson County,East Nashville Middle,3,1,3,2,5,4
190,300,Davidson County,Harpeth Valley Elementary,1,1,1,1,,
190,305,Davidson County,Haynes Middle,1,1,1,1,1,1
190,310,Davidson County,Haywood Elementary,3,5,1,3,,
190,315,Davidson County,Head Middle,5,5,5,5,3,3
190,318,Davidson County,Henry C. Maxwell Elementary,1,3,1,1,,
190,320,Davidson County,Hermitage Elementary,1,3,1,1,,
190,327,Davidson County,Hickman Elementary,1,2,1,1,,
190,330,Davidson County,Meigs Middle,5,5,5,5,5,3
190,335,Davidson County,Hillsboro High,1,1,1,1,1,1
190,340,Davidson County,Hillwood High,1,1,1,1,1,1
190,350,Davidson County,Hull-Jackson Elementary,2,2,2,2,,
190,355,Davidson County,Hume - Fogg High,5,5,5,5,1,2
190,358,Davidson County,Hunters Lane High,1,1,2,1,5,3
190,360,Davidson County,Inglewood Elementary,1,2,1,1,,
190,365,Davidson County,Isaac Litton Middle,1,4,2,3,1,1
190,370,Davidson County,J. E. Moss Elementary,1,1,1,1,,
190,375,Davidson County,Jere Baxter Middle,1,3,4,4,1,1
190,380,Davidson County,Joelton Elementary,1,3,1,1,,
190,385,Davidson County,Joelton Middle,1,2,1,1,1,1
190,386,Davidson County,John Early Middle,2,3,2,2,2,2
190,387,Davidson County,Jones Elementary,1,3,1,1,,
190,390,Davidson County,John B. Whitsitt Elementary,4,5,3,4,,
190,393,Davidson County,John F. Kennedy Middle,5,5,3,5,5,3
190,395,Davidson County,John Overton High,1,1,1,1,1,1
190,415,Davidson County,Julia Green Elementary,2,4,1,2,,
190,420,Davidson County,Robert E. Lilliard Elementary,1,3,1,1,,
190,430,Davidson County,Lakeview Elementary,1,1,1,1,,
190,435,Davidson County,Lockeland Elementary,5,5,4,5,,
190,437,Davidson County,Middle College High,5,5,3,5,4,4
190,443,Davidson County,Cora Howe School,2,2,3,2,2,
190,445,Davidson County,Maplewood High,1,1,1,1,1,1
190,450,Davidson County,Margaret Allen Middle,2,5,1,3,2,2
190,456,Davidson County,Martin Luther King Jr School,5,5,5,5,5,5
190,465,Davidson County,McGavock Elementary,3,3,3,3,,
190,470,Davidson County,McGavock High,1,1,1,1,1,1
190,480,Davidson County,McMurray Middle,5,5,1,3,5,5
190,490,Davidson County,John Trotwood Moore Middle,5,4,2,3,5,5
190,493,Davidson County,Mt. View Elementary,4,4,3,4,,
190,505,Davidson County,Murrell School,1,1,2,1,1,
190,510,Davidson County,Napier Elementary,5,5,4,5,,
190,512,Davidson County,Nashville School Of The Arts,1,3,1,1,1,1
190,515,Davidson County,Neely's Bend Elementary,5,5,5,5,,
190,525,Davidson County,Norman Binkley Elementary,4,3,5,4,,
190,535,Davidson County,Old Center Elementary,1,1,1,1,,
190,538,Davidson County,William Henry Oliver Middle,5,5,3,5,5,1
190,540,Davidson County,Paragon Mills Elementary,5,5,5,5,,
190,545,Davidson County,Park Avenue Elementary,3,3,2,3,,
190,555,Davidson County,Pearl-Cohn High,5,3,4,4,5,5
190,565,Davidson County,Pennington Elementary,3,4,1,3,,
190,570,Davidson County,Percy Priest Elementary,1,1,1,1,,
190,595,Davidson County,Rose Park Middle,1,3,3,3,1,1
190,600,Davidson County,Rosebank Elementary,3,3,3,3,,
190,607,Davidson County,Ruby Major Elementary,2,2,3,2,,
190,608,Davidson County,May Werthan Shayne Elementary School,1,3,1,1,,
190,610,Davidson County,Shwab Elementary,5,5,5,5,,
190,614,Davidson County,The Academy at Old Cockrill,4,,5,5,,1
190,615,Davidson County,Stanford Elementary,5,4,5,5,,
190,618,Davidson County,Robert Churchwell Elementary,1,2,1,1,,
190,620,Davidson County,Stratford STEM Magnet School,1,1,1,1,1,1
190,622,Davidson County,Madison Middle,1,1,3,1,5,1
190,625,Davidson County,Stratton Elementary,5,4,5,5,,
190,630,Davidson County,Sylvan Park Elementary,4,4,3,4,,
190,633,Davidson County,Thurgood Marshall Middle,1,3,3,3,1,1
190,635,Davidson County,Tom Joy Elementary,3,2,3,3,,
190,637,Davidson County,Tulip Grove Elementary,3,5,1,3,,
190,645,Davidson County,Tusculum Elementary,5,5,5,5,,
190,650,Davidson County,Two Rivers Middle,3,5,3,4,3,3
190,655,Davidson County,Una Elementary,5,5,3,5,,
190,670,Davidson County,Carter-Lawrence Elementary,3,3,3,3,,
190,675,Davidson County,Warner Elementary,1,3,1,1,,
190,690,Davidson County,West End Middle,3,4,4,4,3,2
190,695,Davidson County,Westmeade Elementary,3,5,2,3,,
190,700,Davidson County,Creswell Middle Prep School of the Arts,4,3,4,3,5,1
190,704,Davidson County,Whites Creek High,1,1,1,1,1,1
190,715,Davidson County,Wright Middle,1,3,1,1,1,1
190,740,Davidson County,Johnson Alternative Learning Center,1,1,1,1,1,1
190,745,Davidson County,The Cohn Learning Center,1,1,1,1,1,1
190,750,Davidson County,Smith Springs Elementary School,3,5,1,3,,
190,755,Davidson County,Waverly-Belmont Elementary School,1,1,1,1,,
190,8001,Davidson County,Smithson Craighead Academy,4,5,3,4,,
190,8002,Davidson County,KIPP Academy Nashville,5,5,5,5,3,5
190,8003,Davidson County,Lead Academy,5,4,5,5,3,3
190,8004,Davidson County,New Vision Academy,1,2,1,1,2,1
190,8005,Davidson County,Liberty Collegiate Academy,5,5,3,5,5,5
190,8006,Davidson County,STEM Prep Academy,5,5,3,5,5,5
190,8008,Davidson County,Nashville Prep,5,5,2,3,5,5
190,8009,Davidson County,East End Preparatory School,1,2,1,1,3,5
190,8010,Davidson County,Cameron College Preparatory,5,5,5,5,5,5
190,8011,Davidson County,KIPP Nashville Collegiate High School,1,1,4,3,1,3
190,8012,Davidson County,Knowledge Academy,5,5,4,5,3,3
190,8013,Davidson County,LEAD Prep Southeast,5,5,5,5,5,5
190,8042,Davidson County,KIPP Nashville College Prep,5,5,5,5,5,5
190,8044,Davidson County,Nashville Classical,1,2,1,1,,
190,8045,Davidson County,Valor Flagship Academy,5,5,5,5,5,5
190,8046,Davidson County,Purpose Prep,4,1,5,4,,
190,8048,Davidson County,Intrepid College Preparatory Charter School,3,3,4,4,5,1
190,8050,Davidson County,Rocketship Nashville Northeast Elementary,5,3,5,5,,
190,8055,Davidson County,Nashville Academy of Computer Science,1,3,1,1,1,1
190,8065,Davidson County,Knowledge Academies High School,1,4,1,3,1,1
190,8070,Davidson County,Rocketship United,5,5,5,5,,
190,8075,Davidson County,STEM Prep High School,3,5,2,4,1,5
190,8080,Davidson County,Valor Voyager Academy,5,5,5,5,5,5
190,8090,Davidson County,Strive Collegiate Academy,5,4,1,3,4,5
190,8100,Davidson County,RePublic High School,1,1,1,1,1,1
190,8105,Davidson County,KA @ The Crossings,1,3,1,1,1,2
200,3,Decatur County,Riverside High School,1,2,3,2,2,2
200,5,Decatur County,Decaturville Elementary,4,3,5,4,,
200,10,Decatur County,Parsons Elementary,5,5,4,5,,
200,20,Decatur County,Decatur County Middle School,4,4,5,5,5,1
210,25,DeKalb County,De Kalb County High School,1,1,1,1,3,3
210,37,DeKalb County,DeKalb Middle School,5,5,5,5,5,5
210,40,DeKalb County,Northside Elementary,4,5,1,2,5,5
210,50,DeKalb County,DeKalb West Elementary,5,5,5,5,5,5
220,5,Dickson County,Stuart Burns Elementary,5,5,5,5,1,5
220,7,Dickson County,Charlotte Elementary,5,4,4,5,5,3
220,8,Dickson County,Centennial Elementary,5,5,5,5,5,5
220,10,Dickson County,New Directions Academy,1,1,2,1,1,1
220,15,Dickson County,Charlotte Middle School,4,5,4,5,1,5
220,17,Dickson County,Creek Wood High School,5,4,5,5,5,5
220,20,Dickson County,Dickson Elementary,3,5,4,5,1,2
220,23,Dickson County,Dickson Middle School,1,3,1,1,1,3
220,25,Dickson County,Dickson County High School,5,3,5,5,2,1
220,28,Dickson County,The Discovery School,5,3,5,5,2,4
220,30,Dickson County,Oakmont Elementary,5,5,5,5,5,5
220,37,Dickson County,Dickson Intermediate School,1,4,1,1,1,3
220,40,Dickson County,Vanleer Elementary,5,5,5,5,5,5
220,44,Dickson County,White Bluff Elementary,5,5,5,5,1,5
220,50,Dickson County,W James Middle School,5,5,5,5,4,5
230,15,Dyer County,Northview Middle School,3,4,2,3,2,5
230,18,Dyer County,Dyer County High School,5,4,5,5,5,4
230,20,Dyer County,Fifth Consolidated School,5,3,3,3,5,3
230,25,Dyer County,Finley Elementary,4,3,1,2,5,5
230,30,Dyer County,Holice Powell Elementary,3,5,3,4,1,2
230,35,Dyer County,Newbern Elementary School,4,3,5,5,2,1
230,43,Dyer County,Three Oaks Middle School,4,5,1,3,5,1
230,45,Dyer County,Trimble Elementary,5,3,5,5,5,4
231,12,Dyersburg City,Dyersburg Intermediate School,5,5,5,5,1,1
231,15,Dyersburg City,Dyersburg High School,2,1,3,1,3,5
231,21,Dyersburg City,Dyersburg Middle School,5,5,5,5,5,3
240,18,Fayette County,East Jr. High School,3,2,2,1,5,3
240,26,Fayette County,Fayette Ware Comprehensive High School,1,1,1,1,1,3
240,46,Fayette County,La Grange Moscow Elementary,5,5,5,5,5,3
240,60,Fayette County,Oakland Elementary,5,5,5,5,5,4
240,70,Fayette County,Southwest Elementary,5,3,5,5,5,5
240,90,Fayette County,West Junior High School,5,4,3,4,5,2
240,95,Fayette County,Buckley-Carpenter Elementary School,1,1,2,1,1,2
250,5,Fentress County,Allardt Elementary,3,2,4,3,2,3
250,25,Fentress County,Clarkrange High School,4,4,3,4,3,5
250,33,Fentress County,South Fentress Elementary School,4,3,5,5,,1
250,40,Fentress County,Pine Haven Elementary,3,3,4,3,3,3
250,60,Fentress County,York Elementary,3,3,4,3,3,1
260,15,Franklin County,Broadview Elementary,3,3,2,2,5,5
260,30,Franklin County,Clark Memorial School,1,2,1,1,1,3
260,35,Franklin County,Cowan Elementary,3,2,5,4,2,3
